"id","student_name","admission_date","major","gpa","email","phone","address","city","state","zip_code","country","enrollment_status","tuition_paid","scholarship","date_of_birth","emergency_contact","emergency_phone","academic_advisor","graduation_year","last_updated"
112,"Student 112","2025-02-05","Physics","0.14","student112@example.com","(537) 652-6051","112 Main St","Chicago","IL","13903","USA","Part-Time","38005.26",False,"1995-12-14","Contact 112","(388) 469-6375","Advisor 3",2024,"2025-08-20 00:13:10.943657"
113,"Student 113","2024-11-21","Biology","3.48","student113@example.com","(923) 694-4103","113 Main St","Houston","TX","03137","USA","On-Leave","43072.11",False,"1995-05-19","Contact 113","(517) 538-7234","Advisor 4",2025,"2025-08-20 00:13:10.943657"
114,"Student 114","2025-05-28","History","2.93","student114@example.com","(233) 222-9421","114 Main St","Phoenix","AZ","06227","USA","Full-Time","25341.59",False,"1995-07-13","Contact 114","(267) 207-7354","Advisor 5",2026,"2025-08-20 00:13:10.943657"
115,"Student 115","2024-08-29","Computer Science","2.98","student115@example.com","(278) 150-9298","115 Main St","New York","NY","69220","USA","Part-Time","28229.61",True,"1995-12-13","Contact 115","(910) 407-7034","Advisor 6",2027,"2025-08-20 00:13:10.943657"
116,"Student 116","2025-07-12","Mathematics","0.27","student116@example.com","(160) 899-6225","116 Main St","Los Angeles","CA","24455","USA","On-Leave","22211.34",False,"1995-08-26","Contact 116","(233) 732-6713","Advisor 7",2024,"2025-08-20 00:13:10.943657"
117,"Student 117","2025-06-13","Physics","0.63","student117@example.com","(105) 481-7134","117 Main St","Chicago","IL","61634","USA","Full-Time","39504.95",False,"1995-12-01","Contact 117","(856) 419-8624","Advisor 8",2025,"2025-08-20 00:13:10.943657"
118,"Student 118","2024-09-16","Biology","3.97","student118@example.com","(122) 748-7134","118 Main St","Houston","TX","23665","USA","Part-Time","26500.50",False,"1995-04-01","Contact 118","(597) 618-8288","Advisor 9",2026,"2025-08-20 00:13:10.943657"
119,"Student 119","2025-07-06","History","0.26","student119@example.com","(825) 312-1110","119 Main St","Phoenix","AZ","83859","USA","On-Leave","9369.32",False,"1995-02-19","Contact 119","(878) 506-7705","Advisor 10",2027,"2025-08-20 00:13:10.943657"
120,"Student 120","2025-08-06","Computer Science","2.96","student120@example.com","(293) 970-8416","120 Main St","New York","NY","15082","USA","Full-Time","2728.17",True,"1995-06-06","Contact 120","(533) 274-4979","Advisor 1",2024,"2025-08-20 00:13:10.943657"
121,"Student 121","2024-10-22","Mathematics","3.15","student121@example.com","(306) 244-0190","121 Main St","Los Angeles","CA","20426","USA","Part-Time","28498.06",False,"1995-04-17","Contact 121","(452) 962-1526","Advisor 2",2025,"2025-08-20 00:13:10.943657"
122,"Student 122","2025-05-10","Physics","3.04","student122@example.com","(489) 167-7334","122 Main St","Chicago","IL","22225","USA","On-Leave","40726.35",False,"1995-07-03","Contact 122","(414) 504-3163","Advisor 3",2026,"2025-08-20 00:13:10.943657"
123,"Student 123","2024-12-06","Biology","0.13","student123@example.com","(898) 235-3806","123 Main St","Houston","TX","84985","USA","Full-Time","31102.98",False,"1995-07-19","Contact 123","(709) 751-4185","Advisor 4",2027,"2025-08-20 00:13:10.943657"
124,"Student 124","2025-04-30","History","2.75","student124@example.com","(922) 129-3762","124 Main St","Phoenix","AZ","55637","USA","Part-Time","2499.60",False,"1995-05-28","Contact 124","(210) 439-7997","Advisor 5",2024,"2025-08-20 00:13:10.943657"
125,"Student 125","2025-03-30","Computer Science","3.56","student125@example.com","(568) 241-9446","125 Main St","New York","NY","88415","USA","On-Leave","49382.91",True,"1995-07-09","Contact 125","(456) 218-1374","Advisor 6",2025,"2025-08-20 00:13:10.943657"
126,"Student 126","2025-04-21","Mathematics","3.24","student126@example.com","(790) 444-8200","126 Main St","Los Angeles","CA","05613","USA","Full-Time","19418.44",False,"1995-03-13","Contact 126","(188) 569-6086","Advisor 7",2026,"2025-08-20 00:13:10.943657"
127,"Student 127","2025-06-26","Physics","3.97","student127@example.com","(216) 448-7544","127 Main St","Chicago","IL","22676","USA","Part-Time","36160.57",False,"1995-07-13","Contact 127","(951) 119-1664","Advisor 8",2027,"2025-08-20 00:13:10.943657"
128,"Student 128","2025-04-08","Biology","0.31","student128@example.com","(558) 905-1478","128 Main St","Houston","TX","17390","USA","On-Leave","48920.49",False,"1995-04-19","Contact 128","(272) 476-0434","Advisor 9",2024,"2025-08-20 00:13:10.943657"
129,"Student 129","2025-08-11","History","2.35","student129@example.com","(677) 780-5493","129 Main St","Phoenix","AZ","75217","USA","Full-Time","3308.37",False,"1995-10-03","Contact 129","(924) 874-5878","Advisor 10",2025,"2025-08-20 00:13:10.943657"
130,"Student 130","2025-01-08","Computer Science","2.46","student130@example.com","(411) 968-2874","130 Main St","New York","NY","09390","USA","Part-Time","40740.08",True,"1995-06-02","Contact 130","(278) 669-7267","Advisor 1",2026,"2025-08-20 00:13:10.943657"
131,"Student 131","2025-08-15","Mathematics","3.30","student131@example.com","(962) 775-5541","131 Main St","Los Angeles","CA","30525","USA","On-Leave","46314.13",False,"1995-03-28","Contact 131","(650) 495-2528","Advisor 2",2027,"2025-08-20 00:13:10.943657"
132,"Student 132","2025-04-12","Physics","0.59","student132@example.com","(502) 183-0703","132 Main St","Chicago","IL","29111","USA","Full-Time","44602.78",False,"1995-08-24","Contact 132","(721) 806-5721","Advisor 3",2024,"2025-08-20 00:13:10.943657"
133,"Student 133","2024-10-13","Biology","0.43","student133@example.com","(122) 169-0433","133 Main St","Houston","TX","51994","USA","Part-Time","19431.29",False,"1995-12-12","Contact 133","(539) 860-7692","Advisor 4",2025,"2025-08-20 00:13:10.943657"
134,"Student 134","2024-08-29","History","1.49","student134@example.com","(790) 384-4620","134 Main St","Phoenix","AZ","41352","USA","On-Leave","37332.55",False,"1995-03-06","Contact 134","(399) 516-3646","Advisor 5",2026,"2025-08-20 00:13:10.943657"
135,"Student 135","2025-04-21","Computer Science","0.32","student135@example.com","(827) 348-7129","135 Main St","New York","NY","10214","USA","Full-Time","8044.30",True,"1995-02-02","Contact 135","(389) 707-2962","Advisor 6",2027,"2025-08-20 00:13:10.943657"
136,"Student 136","2024-08-30","Mathematics","3.30","student136@example.com","(786) 758-5119","136 Main St","Los Angeles","CA","33232","USA","Part-Time","45612.46",False,"1995-05-04","Contact 136","(902) 715-1330","Advisor 7",2024,"2025-08-20 00:13:10.943657"
137,"Student 137","2024-09-22","Physics","2.70","student137@example.com","(243) 812-2929","137 Main St","Chicago","IL","21743","USA","On-Leave","47176.39",False,"1995-08-27","Contact 137","(468) 628-7920","Advisor 8",2025,"2025-08-20 00:13:10.943657"
138,"Student 138","2025-06-27","Biology","0.40","student138@example.com","(674) 536-7687","138 Main St","Houston","TX","54402","USA","Full-Time","33139.17",False,"1995-04-16","Contact 138","(909) 795-0491","Advisor 9",2026,"2025-08-20 00:13:10.943657"
139,"Student 139","2024-10-21","History","3.49","student139@example.com","(807) 171-9110","139 Main St","Phoenix","AZ","89214","USA","Part-Time","42371.64",False,"1995-07-15","Contact 139","(140) 770-2926","Advisor 10",2027,"2025-08-20 00:13:10.943657"
140,"Student 140","2025-07-21","Computer Science","3.21","student140@example.com","(393) 229-1780","140 Main St","New York","NY","92289","USA","On-Leave","35828.13",True,"1995-01-05","Contact 140","(823) 845-9835","Advisor 1",2024,"2025-08-20 00:13:10.943657"
141,"Student 141","2025-02-19","Mathematics","0.97","student141@example.com","(693) 459-2793","141 Main St","Los Angeles","CA","24400","USA","Full-Time","46754.05",False,"1995-10-26","Contact 141","(688) 989-7164","Advisor 2",2025,"2025-08-20 00:13:10.943657"
142,"Student 142","2025-01-29","Physics","1.97","student142@example.com","(263) 999-7780","142 Main St","Chicago","IL","60098","USA","Part-Time","36034.54",False,"1995-01-25","Contact 142","(211) 145-9669","Advisor 3",2026,"2025-08-20 00:13:10.943657"
143,"Student 143","2024-12-24","Biology","1.17","student143@example.com","(600) 973-2663","143 Main St","Houston","TX","89488","USA","On-Leave","13271.90",False,"1995-02-12","Contact 143","(200) 617-6812","Advisor 4",2027,"2025-08-20 00:13:10.943657"
144,"Student 144","2024-10-10","History","3.72","student144@example.com","(891) 858-4037","144 Main St","Phoenix","AZ","73803","USA","Full-Time","39522.34",False,"1995-09-30","Contact 144","(336) 226-5111","Advisor 5",2024,"2025-08-20 00:13:10.943657"
145,"Student 145","2024-10-06","Computer Science","0.73","student145@example.com","(250) 485-8295","145 Main St","New York","NY","95796","USA","Part-Time","47626.57",True,"1995-07-11","Contact 145","(755) 286-3258","Advisor 6",2025,"2025-08-20 00:13:10.943657"
146,"Student 146","2025-07-01","Mathematics","1.01","student146@example.com","(150) 615-5467","146 Main St","Los Angeles","CA","94421","USA","On-Leave","34596.37",False,"1995-02-09","Contact 146","(973) 128-0431","Advisor 7",2026,"2025-08-20 00:13:10.943657"
147,"Student 147","2025-04-08","Physics","2.42","student147@example.com","(229) 114-4386","147 Main St","Chicago","IL","22713","USA","Full-Time","38041.90",False,"1995-05-07","Contact 147","(805) 864-5376","Advisor 8",2027,"2025-08-20 00:13:10.943657"
148,"Student 148","2025-02-05","Biology","2.69","student148@example.com","(937) 935-5946","148 Main St","Houston","TX","02713","USA","Part-Time","44349.54",False,"1995-03-29","Contact 148","(682) 751-6740","Advisor 9",2024,"2025-08-20 00:13:10.943657"
149,"Student 149","2025-01-19","History","1.07","student149@example.com","(367) 625-4242","149 Main St","Phoenix","AZ","14684","USA","On-Leave","21720.29",False,"1995-12-20","Contact 149","(394) 813-3961","Advisor 10",2025,"2025-08-20 00:13:10.943657"
150,"Student 150","2025-08-19","Computer Science","3.28","student150@example.com","(146) 487-5846","150 Main St","New York","NY","17572","USA","Full-Time","29234.70",True,"1995-09-27","Contact 150","(651) 803-2718","Advisor 1",2026,"2025-08-20 00:13:10.943657"
151,"Student 151","2025-02-10","Mathematics","2.32","student151@example.com","(633) 810-6746","151 Main St","Los Angeles","CA","64734","USA","Part-Time","29407.94",False,"1995-05-09","Contact 151","(577) 954-9663","Advisor 2",2027,"2025-08-20 00:13:10.943657"
152,"Student 152","2025-04-17","Physics","2.47","student152@example.com","(336) 733-1452","152 Main St","Chicago","IL","80794","USA","On-Leave","6850.21",False,"1995-05-16","Contact 152","(151) 275-3133","Advisor 3",2024,"2025-08-20 00:13:10.943657"
153,"Student 153","2024-11-20","Biology","3.21","student153@example.com","(513) 973-1975","153 Main St","Houston","TX","60126","USA","Full-Time","11713.88",False,"1995-07-06","Contact 153","(117) 707-4159","Advisor 4",2025,"2025-08-20 00:13:10.943657"
154,"Student 154","2025-06-22","History","3.34","student154@example.com","(722) 119-7941","154 Main St","Phoenix","AZ","37359","USA","Part-Time","17198.13",False,"1995-08-22","Contact 154","(196) 203-3916","Advisor 5",2026,"2025-08-20 00:13:10.943657"
155,"Student 155","2025-04-13","Computer Science","3.67","student155@example.com","(516) 530-0445","155 Main St","New York","NY","94779","USA","On-Leave","38168.29",True,"1995-09-06","Contact 155","(734) 275-3159","Advisor 6",2027,"2025-08-20 00:13:10.943657"
156,"Student 156","2024-10-12","Mathematics","2.07","student156@example.com","(745) 412-4264","156 Main St","Los Angeles","CA","21697","USA","Full-Time","35243.53",False,"1995-04-03","Contact 156","(858) 333-9727","Advisor 7",2024,"2025-08-20 00:13:10.943657"
157,"Student 157","2024-09-28","Physics","1.91","student157@example.com","(125) 200-7170","157 Main St","Chicago","IL","56893","USA","Part-Time","24176.23",False,"1995-07-23","Contact 157","(957) 251-1639","Advisor 8",2025,"2025-08-20 00:13:10.943657"
158,"Student 158","2025-07-03","Biology","0.44","student158@example.com","(661) 575-1822","158 Main St","Houston","TX","99151","USA","On-Leave","49150.37",False,"1995-12-10","Contact 158","(526) 381-0168","Advisor 9",2026,"2025-08-20 00:13:10.943657"
159,"Student 159","2024-12-29","History","2.17","student159@example.com","(862) 103-4819","159 Main St","Phoenix","AZ","94859","USA","Full-Time","20790.43",False,"1995-11-09","Contact 159","(901) 678-7190","Advisor 10",2027,"2025-08-20 00:13:10.943657"
160,"Student 160","2024-12-01","Computer Science","2.38","student160@example.com","(781) 459-3130","160 Main St","New York","NY","84867","USA","Part-Time","47241.82",True,"1995-07-25","Contact 160","(908) 931-6028","Advisor 1",2024,"2025-08-20 00:13:10.943657"
161,"Student 161","2024-10-08","Mathematics","3.90","student161@example.com","(723) 819-8448","161 Main St","Los Angeles","CA","04250","USA","On-Leave","8253.65",False,"1995-04-30","Contact 161","(763) 216-6405","Advisor 2",2025,"2025-08-20 00:13:10.943657"
162,"Student 162","2024-09-10","Physics","3.47","student162@example.com","(772) 989-2937","162 Main St","Chicago","IL","47378","USA","Full-Time","20158.31",False,"1995-11-24","Contact 162","(251) 376-8412","Advisor 3",2026,"2025-08-20 00:13:10.943657"
163,"Student 163","2025-01-31","Biology","1.58","student163@example.com","(557) 375-3094","163 Main St","Houston","TX","86888","USA","Part-Time","21209.82",False,"1995-06-05","Contact 163","(927) 353-4714","Advisor 4",2027,"2025-08-20 00:13:10.943657"
164,"Student 164","2024-12-23","History","3.59","student164@example.com","(416) 227-7753","164 Main St","Phoenix","AZ","00845","USA","On-Leave","490.59",False,"1995-09-07","Contact 164","(170) 212-6331","Advisor 5",2024,"2025-08-20 00:13:10.943657"
165,"Student 165","2024-12-21","Computer Science","0.27","student165@example.com","(313) 941-1674","165 Main St","New York","NY","58723","USA","Full-Time","827.58",True,"1995-07-22","Contact 165","(659) 670-8509","Advisor 6",2025,"2025-08-20 00:13:10.943657"
166,"Student 166","2025-01-28","Mathematics","2.90","student166@example.com","(743) 131-5922","166 Main St","Los Angeles","CA","09485","USA","Part-Time","42699.33",False,"1995-10-05","Contact 166","(910) 587-1942","Advisor 7",2026,"2025-08-20 00:13:10.943657"
167,"Student 167","2025-01-29","Physics","2.33","student167@example.com","(618) 613-7311","167 Main St","Chicago","IL","50204","USA","On-Leave","25960.97",False,"1995-02-05","Contact 167","(299) 636-3037","Advisor 8",2027,"2025-08-20 00:13:10.943657"
168,"Student 168","2024-11-09","Biology","2.99","student168@example.com","(422) 531-9821","168 Main St","Houston","TX","92272","USA","Full-Time","896.73",False,"1995-04-08","Contact 168","(512) 717-9639","Advisor 9",2024,"2025-08-20 00:13:10.943657"
169,"Student 169","2025-01-13","History","0.17","student169@example.com","(785) 568-2757","169 Main St","Phoenix","AZ","53130","USA","Part-Time","29709.79",False,"1995-03-06","Contact 169","(862) 477-2030","Advisor 10",2025,"2025-08-20 00:13:10.943657"
170,"Student 170","2025-01-02","Computer Science","3.27","student170@example.com","(317) 628-0118","170 Main St","New York","NY","95536","USA","On-Leave","37520.57",True,"1995-03-18","Contact 170","(157) 340-6978","Advisor 1",2026,"2025-08-20 00:13:10.943657"
171,"Student 171","2025-02-09","Mathematics","3.32","student171@example.com","(306) 245-0382","171 Main St","Los Angeles","CA","34534","USA","Full-Time","536.16",False,"1995-12-31","Contact 171","(686) 301-2581","Advisor 2",2027,"2025-08-20 00:13:10.943657"
172,"Student 172","2025-04-06","Physics","2.83","student172@example.com","(361) 557-3194","172 Main St","Chicago","IL","08007","USA","Part-Time","32247.08",False,"1995-05-01","Contact 172","(907) 893-7014","Advisor 3",2024,"2025-08-20 00:13:10.943657"
173,"Student 173","2025-08-02","Biology","1.78","student173@example.com","(989) 866-0666","173 Main St","Houston","TX","14560","USA","On-Leave","16542.48",False,"1995-07-23","Contact 173","(350) 592-0256","Advisor 4",2025,"2025-08-20 00:13:10.943657"
174,"Student 174","2024-10-16","History","3.92","student174@example.com","(430) 226-9707","174 Main St","Phoenix","AZ","12167","USA","Full-Time","32033.49",False,"1995-05-24","Contact 174","(474) 489-3254","Advisor 5",2026,"2025-08-20 00:13:10.943657"
175,"Student 175","2025-07-12","Computer Science","0.48","student175@example.com","(416) 926-0785","175 Main St","New York","NY","70828","USA","Part-Time","1228.94",True,"1995-08-15","Contact 175","(934) 135-3960","Advisor 6",2027,"2025-08-20 00:13:10.943657"
176,"Student 176","2025-01-11","Mathematics","0.10","student176@example.com","(301) 109-9241","176 Main St","Los Angeles","CA","02793","USA","On-Leave","38416.53",False,"1995-02-08","Contact 176","(326) 691-2689","Advisor 7",2024,"2025-08-20 00:13:10.943657"
177,"Student 177","2024-12-30","Physics","2.99","student177@example.com","(586) 664-6495","177 Main St","Chicago","IL","78465","USA","Full-Time","5446.22",False,"1995-06-23","Contact 177","(642) 610-4004","Advisor 8",2025,"2025-08-20 00:13:10.943657"
178,"Student 178","2025-03-08","Biology","3.79","student178@example.com","(857) 145-4604","178 Main St","Houston","TX","15405","USA","Part-Time","19312.97",False,"1995-03-27","Contact 178","(348) 301-1243","Advisor 9",2026,"2025-08-20 00:13:10.943657"
